```
Composizione del cavo coassiale | Nucleo conduttore, rivestimento isolante, conduttore cilindrico, guaina protettiva
Tipi di cavo coassiale | 50Ω per trasmissioni digitali, 75Ω per trasmissioni analogiche
Pregi del cavo coassiale | Isolamento quasi totale dai campi elettromagnetici
Difetti del cavo coassiale | Non efficiente su grandi tratti in termini di banda
Ambiti d'uso del cavo coassiale | Reti metropolitane e televisioni via cavo
Componenti di un sistema di trasmissione ottico | Sorgente luminosa, mezzo di trasmissione, rilevatore
Composizione della fibra ottica | Nucleo di vetro, rivestimento di vetro, strato protettivo di plastica
Tipi di fibra ottica | Monomodale e multimodale
Caratteristiche della fibra monomodale | Costosa, usata per lunghe distanze, luce in linea retta
Caratteristiche della fibra multimodale | Più raggi che rimbalzano, diverse modalità
Metodi di collegamento delle fibre | Connettori, attacco meccanico, fusione
Pregi della fibra ottica | Maggiore ampiezza di banda, meno ripetitori, non influenzata da campi elettromagnetici, sottile e leggera, sicura
Difetti della fibra ottica | Tecnologia meno nota, danneggiabile se piegata, trasmissione unidirezionale, interfacce costose
Ambiti d'uso della fibra ottica | MAN e trasmissioni a lunga distanza
```
```plaintext
Che cos'è un satellite di comunicazioni? | Un satellite di comunicazioni è un grande ripetitore di microonde nel cielo con transponder che amplificano e ritrasmettono segnali su altre frequenze.
Qual è la funzione dei transponder nei satelliti? | I transponder ascoltano una parte dello spettro, amplificano il segnale e lo ritrasmettono su altre frequenze.
Quali fattori determinano la collocazione dei satelliti? | Il periodo orbitale e le fasce di Van Allen.
Qual è la relazione tra l'altezza del satellite e il periodo orbitale? | Più alto è il satellite, più lungo è il periodo orbitale.
Cosa accadrebbe a un satellite che attraversa le fasce di Van Allen? | Le fasce di Van Allen distruggerebbero velocemente un satellite che le attraversasse.
Quali sono le tre zone di collocazione dei satelliti? | LEO, MEO e GEO.
Dove si trovano i satelliti LEO? | Sotto la fascia di Van Allen inferiore.
Dove si trovano i satelliti MEO? | Tra la fascia Van Allen inferiore e quella superiore.
Dove si trovano i satelliti GEO? | Molto al di sopra della fascia Van Allen superiore.
Cosa significa GEO? | GEO sta per Geostationary Earth Orbit.
Quanti satelliti GEO possono essere collocati nel piano equatoriale? | Possono essere collocati 180 satelliti GEO nel piano equatoriale.
Perché la gestione degli slot orbitali GEO è motivo di disputa? | Perché la dimensione dei satelliti GEO è importante e ci sono dispute tra paesi, stazioni televisive e militari.
Come mantengono la loro posizione i satelliti GEO? | Sono dotati di razzi motori per manovre correttive.
Quanto dura il carburante per le manovre correttive dei satelliti GEO? | Di solito, il carburante dura 10 anni.
Quali problemi possono causare le frequenze dei satelliti GEO? | Possono interferire con quelle degli utilizzatori delle microonde.
Cosa significa MEO? | MEO sta per Medium Earth Orbit.
Quanto tempo impiegano i satelliti MEO per compiere un giro attorno al pianeta? | Impiegano 6 ore per compiere un giro attorno al pianeta.
Per cosa sono attualmente utilizzati i satelliti MEO? | Sono utilizzati principalmente per la navigazione.
Qual è il vantaggio del MEO rispetto al GEO? | Il MEO permette un ritardo di propagazione inferiore rispetto al GEO.
Cosa significa LEO? | LEO sta per Low Earth Orbit.
Qual è la caratteristica principale dei satelliti LEO? | Si spostano molto velocemente e richiedono molti satelliti per un sistema completo.
Qual è un esempio di sistema LEO? | Iridium, un gruppo di 66 satelliti che fornisce servizi di comunicazione globale.
Come funzionano i satelliti Iridium? | Utilizzano celle chiamate spot beams per coprire quanta più superficie possibile.
Qual è un altro esempio di sistema LEO? | Globalstar.
Come differisce Globalstar da Iridium? | Globalstar riporta il segnale sulla terra per la ritrasmissione, riducendo la complessità nello spazio.
Qual è un vantaggio dei satelliti rispetto alla fibra ottica? | Offrono velocità uguale in qualsiasi posto e sono utili per comunicazioni broadcast.
Qual è un limite dei satelliti rispetto alla fibra ottica? | La fibra ottica può trasportare più dati rispetto ai satelliti.
Quali sono i pregi dei satelliti? | Sono di facile utilizzo, importanti per la connessione mobile e utili in terreni inospitali.
Quali sono i difetti dei satelliti? | Le fibre ottiche sono più comode e versatili, e i satelliti possono essere più costosi.
In quali ambiti d'uso sono utilizzati i satelliti? | In luoghi inospitali, trasmissioni broadcast e comunicazioni mobile.
```
```csv
Cos'è la modulazione di frequenza? | Una tecnica di trasmissione che utilizza la variazione di frequenza dell'onda portante per trasmettere informazioni.
Quali problemi affronta la modulazione di frequenza? | Riduce i problemi di attenuazione e distorsione della linea.
Qual è il vantaggio principale della modulazione di frequenza rispetto alla modulazione in ampiezza? | È meno sensibile ai disturbi e permette una trasmissione di miglior qualità.
Qual è l'efficienza energetica della modulazione di frequenza? | Ha un'efficienza energetica maggiore poiché la potenza del segnale modulato FM è esclusivamente quella della portante.
Qual è un difetto della modulazione di frequenza? | Richiede circuiti complessi per la generazione e la ricezione del segnale.
Come sono stati superati i problemi dei circuiti complessi nella modulazione di frequenza? | Sono stati superati dalle attuali tecnologie.
In quale ambito è principalmente utilizzata la modulazione di frequenza? | È utilizzata soprattutto nel broadcasting commerciale.
Perché le onde quadre nei segnali digitali sono problematiche? | Utilizzano un ampio spettro di frequenza, rendendole soggette a forte attenuazione e distorsione.
Qual è la frequenza tipica di una portante d'onda sinusoidale usata nella trasmissione AC? | Tra 1000 e 2000 Hz.
Quali sono le tre modulazioni possibili per una portante d'onda sinusoidale? | Modulazione di ampiezza (AM), frequenza (FM) o fase.
Perché la trasmissione in banda base è limitata? | È adatta solo a velocità basse e distanze brevi a causa di attenuazione e distorsione.
```
```csv
Cos'è la delta modulation? | È un metodo di digitalizzazione e compressione di un segnale analogico.
Qual è la base della delta modulation? | Si basa sulla variazione del differential pulse code modulation.
Come viene suddiviso il segnale analogico nella delta modulation? | Viene suddiviso in unità di tempo.
Come viene digitalizzato il segnale nella delta modulation? | Tramite la differenza di valore tra il valore precedente e quello successivo.
Quale scala viene utilizzata nella delta modulation per esprimere la differenza di valore? | Una scala di +-16 espressa tramite 5 bit.
Come viene rappresentata la variazione nella delta modulation? | Con 1 bit: 1 se il segnale successivo è più alto, 0 altrimenti.
Perché la delta modulation è efficace? | Perché il segnale cambia lentamente rispetto alla frequenza di campionamento, rendendo gran parte dell'informazione ridondante.
Cosa accade se il cambiamento del segnale analogico è troppo ampio nella delta modulation? | Si ha una perdita di dati.
Perché la perdita di dati non è un problema nella delta modulation in ambito telefonico? | Perché nelle chiamate la precisione non è critica.
Qual è un pregio della delta modulation? | Permette di comprimere e digitalizzare il segnale, gravando meno sulle linee e permettendo comunicazioni più veloci.
Qual è un difetto della delta modulation? | Si possono perdere dati se il segnale cambia troppo velocemente.
In quali ambiti viene utilizzata la delta modulation? | Nelle comunicazioni satellitari o nelle comunicazioni voce.
```
```csv
Generazioni di telefoni cellulari | Voce analogica, Voce digitale, Voce e dati digitali
GSM appartiene a quale generazione di telefoni? | Seconda generazione: voce digitale
Tipi di celle nella struttura GSM | Macro, Micro, Pico, Umbrella
Caratteristiche delle celle macro | Più grandi, sopraelevate rispetto agli edifici, raggio massimo di 35 km
Caratteristiche delle celle micro | Più piccole, coprono un'altezza pari agli edifici
Caratteristiche delle celle pico | Molto piccole, usate in aree molto dense, tipicamente indoor
Funzione delle celle umbrella | Coprire i buchi tra le varie celle
Tipo di multiplexing usato nel GSM | Multiplexing a divisione di frequenza e multiplexing a divisione di tempo
Differenza tra GSM e D-AMPS | GSM ha una velocità dati per utente superiore a quella di D-AMPS
Numero di coppie di canali simplex in un sistema GSM | 124 coppie
Numero di connessioni separate supportate da GSM tramite multiplexing a divisione di tempo | Otto connessioni
Assegnazione degli slot temporali in GSM | A ogni stazione attiva è assegnato uno slot temporale su una coppia di canali
Trasmissione e ricezione in GSM | Non avvengono nello stesso intervallo temporale
Funzione della SIM card nel GSM | Memorizzare i dati dell'abbonato, fornire autenticazione e autorizzazione
Pregi del GSM | Interoperabilità tra reti diverse, introduzione della comunicazione digitale
Ambito d'uso del GSM | Utilizzato nella seconda generazione di telefoni cellulari, sistema più diffuso al mondo
```
```csv
Che cosa rappresentano le tre generazioni di telefoni cellulari? | Voce analogica, voce digitale, voce e dati digitali (Internet, posta elettronica ecc.)
Quale tecnologia di accesso multiplo utilizza il CDMA? | Code Division Multiple Access
Quali tecnologie di accesso multiplo utilizzano D-AMPS e GSM? | FDM (Frequency Division Multiplexing) e TDM (Time Division Multiplexing)
Come il CDMA gestisce lo spettro di frequenze? | Permette a ogni stazione di trasmettere per tutto il tempo attraverso l'intero spettro di frequenza
Come vengono separate le trasmissioni multiple simultanee nel CDMA? | Usando la teoria della codifica
Qual è la capacità principale del CDMA? | Estrarre il segnale desiderato scartando tutto il resto
In cosa è suddiviso ogni tempo bit nel CDMA? | In m intervalli chiamati chip
Quanti chip ci sono generalmente per ogni bit nel CDMA? | 64 o 128 chip per ogni bit
Cosa viene assegnato a ogni stazione nel CDMA? | Un codice di m-bit univoco chiamato sequenza di chip
Come viene trasmesso un bit 1 in CDMA? | Una stazione invia la sua sequenza di chip
Come viene trasmesso un bit 0 in CDMA? | La stazione invia il complemento a uno della propria sequenza di chip
Qual è la larghezza di banda operativa del CDMA rispetto a GSM e D-AMPS? | 1,25MHz
Qual è il metodo utilizzato per generare sequenze di chip ortogonali nel CDMA? | Codici Walsh
Come si calcola il prodotto interno normalizzato nel CDMA? | S*C, dove S è la sequenza di chip ricevuta e C è la sequenza di chip della stazione desiderata
Cosa succede ai termini superflui nel calcolo del prodotto interno normalizzato nel CDMA? | Vengono eliminati grazie all'ortogonalità dei valori
Qual è un esempio di calcolo del prodotto interno normalizzato nel CDMA? | Se A e C trasmettono 1, B trasmette 0, il ricevitore calcola S*C=(A+!B+C)*C=A*C+B*C+C*C=0+0+1=1
Quali sono i pregi del CDMA? | Maggiore efficienza spettrale, maggiore velocità di trasmissione dati, maggiore sicurezza
Perché il CDMA offre maggiore sicurezza? | La demultiplazione è fattibile solo grazie alla conoscenza delle parole di codice
In quali ambiti d'uso viene utilizzato il CDMA? | Nei telefoni di seconda generazione, come alternativa a D-AMPS e GSM
```
```
Generazioni di telefoni cellulari | Quali sono le tre generazioni distinte di telefoni cellulari?
Voce analogica, Voce digitale, Voce e dati digitali (Internet, posta elettronica ecc.)

GPRS | Cos'è il GPRS?
GPRS è un'evoluzione tra la seconda e la terza generazione di telefoni cellulari, una rete a pacchetti costruita sopra D-AMPS e GSM.

Funzionamento GPRS | Come funziona il GPRS in termini di slot temporali?
Quando GPRS è operativo, vengono riservati alcuni slot temporali su alcune frequenze per il traffico di pacchetti.

Canali logici | Cosa sono i canali logici nel contesto del GPRS?
I canali logici sono usati per scaricare i pacchetti dalla stazione base nella stazione mobile e ogni pacchetto indica il destinatario.

Richiesta di slot | Come una stazione mobile invia un pacchetto IP tramite GPRS?
La stazione mobile chiede uno o più slot inviando una richiesta alla stazione base, che comunica la frequenza e gli slot da utilizzare.

Trasferimento pacchetti | Come viene trasferito un pacchetto IP dalla stazione base a Internet?
Una volta arrivato alla stazione base, il pacchetto è trasferito su Internet attraverso una connessione via cavo.

Pregi del GPRS | Quali sono i pregi del GPRS?
Lo spreco di banda è inesistente, e viene utilizzata una tariffa a traffico e non a tempo. GPRS aggiunge il supporto a PPP e IP.

Ambiti d'uso del GPRS | In quali ambiti viene utilizzato il GPRS?
È utilizzato per scambi di pacchetti dati tramite celle basate su sistemi vocali, tra la seconda e la terza generazione di telefoni cellulari.
```
```csv
Cos'è l'handoff? | È la procedura in cui un terminale mobile cambia il canale durante una comunicazione.
Come è divisa un'area geografica nella telefonia mobile? | È divisa in celle, ognuna con una stazione base al centro.
Cosa succede quando un telefono mobile lascia una cella? | La stazione base verifica il segnale delle celle adiacenti e trasferisce la gestione alla cella con il segnale più forte.
Quali sono i due tipi di handoff? | Soft handoff e hard handoff.
Cosa caratterizza il soft handoff? | Il telefono è acquisito dalla nuova stazione di base prima di interrompere il segnale precedente.
Qual è il vantaggio del soft handoff? | Non vi è perdita di continuità di chiamata.
Qual è il requisito per il soft handoff? | Il telefono deve gestire più frequenze contemporaneamente.
Cosa caratterizza l'hard handoff? | La vecchia stazione di base rilascia il telefono prima che la nuova lo acquisisca.
Qual è il rischio dell'hard handoff? | Il segnale può essere interrotto bruscamente se la nuova stazione non prende il controllo.
Qual è il pregio del soft handoff? | È più performante perché non si perde continuità di chiamata.
Qual è il pregio dell'hard handoff? | Non necessita che il dispositivo gestisca più frequenze contemporaneamente.
Qual è il difetto del soft handoff? | Richiede che il dispositivo gestisca più frequenze contemporaneamente.
Qual è il difetto dell'hard handoff? | Può causare la caduta di linea se una cella non prende il dispositivo rapidamente.
In quali ambiti viene utilizzato l'handoff? | Nei dispositivi mobili che sfruttano le celle.
Quali telefoni possono utilizzare il soft handoff? | Telefoni di generazione superiore alla seconda.
Quali telefoni possono utilizzare l'hard handoff? | Tutti i telefoni.
```
```csv
FDM: Cos'è? | È una tecnica di condivisione delle risorse trasmissive di un canale di comunicazione, dividendo il canale in sotto canali di frequenza.
FDM: Pregi | Permette di condividere un intero canale da più utenti, suddividendo le conversazioni in base alle diverse frequenze.
FDM: Difetti | Gli intervalli di guardia potrebbero essere uno spreco di banda utilizzato unicamente per la sicurezza.
FDM: Ambiti d'uso | Utilizzata nelle trasmissioni televisive, radiofoniche, telefoniche, dati e in parte nelle reti cellulari.
TDM: Cos'è? | È una tecnica di condivisione di un canale di comunicazione dove ogni dispositivo ottiene a turno l'uso esclusivo per un breve lasso di tempo.
TDM: Pregi | Più efficiente del FDM in quanto elimina la necessità degli intervalli di guardia.
TDM: Difetti | Necessita di un circuito di sincronizzazione temporale in ricezione per l'estrazione del time-slot di competenza.
TDM: Ambiti d'uso | Utilizzata per le trasmissioni di fonia nella rete telefonica e nei sistemi a commutazione di circuito.
CDM: Cos'è? | Conosciuta anche come CDMA, è un protocollo di accesso multiplo che offre maggiore velocità di trasmissione rispetto a TDM e FDM.
CDM: Pregi | Garantisce miglior efficienza, non-interferenza grazie a codici ortogonali, e maggiore sicurezza.
CDM: Difetti | Necessita di circuiti più complessi rispetto alle altre tecniche di condivisione di un canale.
CDM: Ambiti d'uso | È il protocollo più diffuso nelle reti wireless e nei dispositivi mobili di seconda generazione e successive.
```
```csv
QAM è un sistema di modulazione di quale tipo? | QAM è un sistema di modulazione numerica di ampiezza in quadratura, sia digitale che analogica.
Qual è la caratteristica delle portanti in QAM? | Le portanti sono sinusoidi.
Cosa significa "quadratura" in QAM? | Quadratura indica che le portanti differiscono di 90 gradi.
Cosa succede al segnale in ingresso in QAM? | Il segnale in ingresso viene suddiviso e modulato per l'ampiezza.
Cosa si ottiene sommando i segnali modulati in QAM digitale? | Si ottiene una forma d'onda che è una combinazione della modulazione di fase e quella d'ampiezza.
Cosa rappresenta il diagramma di costellazione in QAM? | Rappresenta tutti gli stati della portante.
Qual è un vantaggio della QAM rispetto alla PSK? | La QAM migliora l'immunità al rumore rispetto alla PSK.
Cos'è QAM16? | QAM16 è un tipo di costellazione del QAM che utilizza quattro ampiezze e quattro fasi, per un totale di 16 combinazioni.
Quante combinazioni sono possibili in QAM16? | In QAM16 sono possibili 16 combinazioni.
Cosa può fare un modem ad alta velocità con QAM16? | Può comunicare solo con altri modem che adottano lo stesso schema di costellazione.
Qual è un pregio della modulazione QAM? | Permette di inviare più bit per baud (simbolo) rispetto alle normali modulazioni.
Qual è un difetto della modulazione QAM? | Ogni modem ha un suo schema a costellazione e può comunicare solo con altri modem che adottano lo stesso schema.
Come viene ovviato il problema di compatibilità tra modem in QAM? | La maggior parte dei modem è in grado di emulare costellazioni più lente.
In quale ambito d'uso si utilizza la modulazione QAM? | La modulazione QAM è utilizzata come standard per modem telefonici.
A quale strato del modello OSI appartiene la modulazione QAM? | La modulazione QAM fa parte dello strato fisico.
```
1. Cos'è il byte stuffing? | È un metodo di framing che utilizza un flag byte per delimitare l'inizio e la fine dei frame.
2. Qual è lo scopo dello strato data link? | Servire lo strato network utilizzando le informazioni fornite dallo strato fisico.
3. Come vengono rilevati gli errori nel flusso di bit? | Suddividendo il flusso di bit in frame e controllandoli.
4. Cosa indica la presenza di due flag byte consecutivi? | La fine di un frame e l'inizio del successivo.
5. Qual è il problema principale del byte stuffing? | La possibilità che i dati spediti replichino accidentalmente il byte FLAG.
6. Come si risolve il problema della replica accidentale del byte FLAG? | Utilizzando un byte ESC che precede il byte FLAG o ESC.
7. Cosa fa il byte ESC nel byte stuffing? | Indica di ignorare il successivo byte e prenderlo come byte dati.
8. Cosa fa lo strato data link della destinazione con i byte di escape? | Li rimuove prima di passare i dati allo strato network.
9. Qual è un pregio del byte stuffing? | Permette la suddivisione di bit in frame e risolve il problema della sincronia dei frame.
10. Qual è un difetto del byte stuffing? | È legato all'uso di caratteri da 8 bit e può introdurre molti caratteri superflui.
11. Qual è un'alternativa al byte stuffing per risolvere i suoi difetti? | Il bit stuffing.
12. In quale ambito viene principalmente utilizzato il byte stuffing? | Nel metodo di framing dello strato Data-Link, prevalentemente dal protocollo PPP.
```
Cos'è il bit stuffing? | Una tecnica di framing che risolve i problemi del byte stuffing, permettendo la creazione di data frame con un numero arbitrario di frame e codifiche di carattere.
Qual è lo scopo dello strato data link? | Servire lo strato network utilizzando le informazioni dello strato fisico per trasmettere un flusso di bit a destinazione.
Quali problemi risolve il bit stuffing rispetto al byte stuffing? | Risolve problemi di compatibilità con codifiche di caratteri e spreco di banda.
Come inizia e finisce ogni frame nel bit stuffing? | Con un gruppo speciale di bit "0111110" chiamato flag byte.
Cosa succede quando lo strato data link della sorgente incontra cinque "1" consecutivi? | Inserisce automaticamente un bit con valore 0 nel flusso in uscita.
Cosa fa la destinazione quando riceve cinque bit consecutivi con valore 1 seguiti da uno 0? | Elimina automaticamente lo 0.
Come viene riconosciuto il confine tra due frame nel bit stuffing? | Tramite l'uso della sequenza flag "0111110".
Cosa deve fare il ricevente se perde traccia dei frame? | Cercare il byte flag, poiché si trova solo all'inizio e alla fine del frame e mai all'interno dei dati.
Quali sono i pregi del bit stuffing? | Risolve problemi di compatibilità e spreco di banda, e permette la suddivisione di bit in frame individuabili.
In quali ambiti è utilizzato il bit stuffing? | Nei protocolli di framing dello strato data link con frame di dimensione fissa e in protocolli con flusso continuo di dati.
Perché vengono inseriti gli "0" nei protocolli con flusso continuo di dati? | Per assicurare la continuità del flusso.
```
```csv
Strategie di gestione degli errori di trasmissione|Codifica a correzione d'errore e codifica a rilevazione d'errore.
Codifica a correzione d'errore|Introduce ridondanza per ricostruire il messaggio in caso di anomalie.
Codifica a rilevazione d'errore|Introduce ridondanza sufficiente solo a rilevare l'errore, non a correggerlo.
Composizione di un frame|Consiste di m bit di dati e r bit ridondanti, con n=m+r come lunghezza totale.
Codeword|La lunghezza totale di un frame, composta da n bit.
Distanza di Hamming|Numero di bit a "1" nel risultato di un OR esclusivo tra due codeword.
Bit necessari per rilevare un errore|Necessaria una codifica con distanza d+1.
Bit necessari per correggere un errore|Necessaria una codifica con distanza 2d+1.
Esempio di codifica a rilevazione d'errore|Aggiungere un bit di parità per rendere il numero di "1" nella codeword pari o dispari.
Pregi della rilevazione d'errore|Permette di diminuire la quantità di bit dati.
Pregi della rilevazione e correzione d'errore|Permette un minor numero di invii e la ricostruzione autonoma dei frames.
Difetti della rilevazione d'errore|Non permette la ricostruzione del dato.
Difetti della rilevazione e correzione d'errore|Necessita del doppio dei bit per essere attuata.
Ambito d'uso della codifica a correzione d'errore|Nelle reti wireless per ricostruire il messaggio in caso di errore.
Ambito d'uso della codifica a rilevazione d'errore|Nelle LAN dove gli errori sono più sporadici, con richiesta di re-invio.
```
```csv
Cos'è il CRC? | Il CRC o Cycle Redundancy Check è un metodo per il calcolo di somme di controllo per individuare errori casuali nella trasmissione di dati.
Quali tipi di errori può individuare il CRC? | Il CRC può individuare errori causati da interferenze, rumori di linea o distorsione.
Il CRC è utile per tentativi intenzionali di manomissione? | No, il CRC non è utile per tentativi intenzionali di manomissione.
Come tratta il CRC le sequenze di bit? | Il CRC tratta le sequenze di bit come polinomi a coefficienti che possono assumere solo valori “0” o “1”.
Come viene visto un frame di k bit nel CRC? | Un frame di k bit è visto come una lista di coefficienti per un polinomio con k termini che variano da $x^{k-1}$ a $x^0$.
Cos'è un polinomio generatore G(x) nel contesto del CRC? | È un polinomio concordato tra sorgente e destinazione per calcolare il checksum di un frame.
Quali sono le caratteristiche di un polinomio generatore G(x)? | Deve avere i bit di ordine più alto e più basso a “1”.
Come si calcola il checksum di un frame di m bit? | Il frame deve essere più lungo del polinomio generatore, e si aggiunge un checksum alla fine del frame per renderlo divisibile per G(x).
Cosa indica un resto nella divisione del frame con checksum per G(x)? | Indica che c'è stato un errore di trasmissione.
Qual è il frame originale nell'esempio fornito? | 10011101
Qual è il polinomio generatore nell'esempio fornito? | $x^4+x+1$
Qual è il grado del polinomio generatore $x^4+x+1$? | 4
Cosa si aggiunge al frame originale per calcolare il checksum nell'esempio? | Si aggiungono 4 “0” al frame originale.
Qual è il nuovo frame M(x) nell'esempio? | 100111010000
Qual è il resto della divisione nell'esempio fornito? | 1111
Qual è il frame trasmesso nell'esempio fornito? | 100111011111
Quali sono i pregi del CRC? | Richiede conoscenze matematiche modeste, è semplice da realizzare ed ha un ottimo grado di rilevazione degli errori su linee con elevato rumore di fondo.
Quali sono i difetti del CRC? | È utile solo per errori causati da interferenze, rumore o distorsione, e inutile per tentativi intenzionali di manomissione.
In quale ambito viene utilizzato il CRC? | Strato data-link.
Quali algoritmi sono consigliati per tentativi intenzionali di manomissione? | Algoritmi di hash quali MD5 e SHA1.
```
Cos'è il protocollo stop-and-wait? | Un protocollo di comunicazione in cui il mittente invia un frame alla volta e attende un ACK dal destinatario prima di inviare il successivo.

Cosa fa il destinatario dopo aver ricevuto un frame corretto nel protocollo stop-and-wait? | Invia un ACK (Acknowledge) al mittente.

Cosa succede se l'ACK non raggiunge il mittente nel protocollo stop-and-wait? | Il mittente invia nuovamente lo stesso frame dopo un timeout.

Qual è il problema quando l'ACK arriva danneggiato nel protocollo stop-and-wait? | Il mittente invia nuovamente il frame, causando possibili duplicati al destinatario.

Qual è la soluzione per evitare duplicati nel protocollo stop-and-wait? | Implementare un numero di sequenza per i frame.

Quali problemi possono sorgere con i numeri di sequenza nel protocollo stop-and-wait? | Problemi di dissincronia che possono portare alla perdita di frame.

Perché il protocollo stop-and-wait è considerato inefficiente? | A causa del tempo tra l'invio dei pacchetti e l'attesa degli ACK, che aumenta il tempo di comunicazione e limita la capacità del canale.

Qual è il pregio del protocollo stop-and-wait? | Permette di gestire i pacchetti ricevuti, corretti o danneggiati, per passarli allo strato network.

Quali sono i difetti del protocollo stop-and-wait? | Perdita di dati, lentezza generale, limitato uso del canale di comunicazione.

Qual è l'ambito d'uso del protocollo stop-and-wait? | Strato data-link.

Perché il protocollo stop-and-wait non è utilizzato? | A causa della sua inefficienza rispetto ad altri protocolli.
```csv
Cos'è il piggybacking? | È una tecnica che permette di aggiungere l'ACK al frame di dati in uscita, utilizzando il campo ack nell'intestazione.
Perché si usa il piggybacking? | Per evitare di intasare il canale di comunicazione inviando ACK per ogni singolo frame.
Come funziona il piggybacking? | L'ACK viene aggiunto al frame di dati in uscita e inviato insieme al successivo frame dati trasmesso.
Cosa succede quando arriva un frame di dati? | La destinazione aspetta che lo strato network gli passi il successivo pacchetto prima di inviare l'ACK.
Qual è un problema del piggybacking? | Se l'attesa del pacchetto è troppo lunga, il mittente potrebbe re-inviare il frame nell'attesa dell'ACK.
Come si risolve il problema dell'attesa lunga nel piggybacking? | Si decide un timeout per inviare l'ACK indipendentemente se il pacchetto non è pronto in tempi celeri.
Qual è un pregio del piggybacking? | Miglior uso della banda disponibile e riduzione della congestione della banda.
Qual è un difetto del piggybacking? | In caso di attesa eccessiva, l'ACK potrebbe non essere inviato tempestivamente.
In quali ambiti si usa il piggybacking? | Utilizzato in molti protocolli di comunicazione, particolarmente adatto nelle reti LAN.
Perché il piggybacking è adatto nelle reti LAN? | Perché migliora l'efficienza della banda disponibile riducendo la congestione.
```
```
Cos'è lo Sliding window? | È una classe di protocolli di controllo di flusso di dati.
Cosa compone una sliding window? | Una finestra di invio e una finestra di ricezione.
Cosa indica la finestra di invio? | I frame che è autorizzata ad inviare.
Cosa rappresenta la finestra di ricezione? | L'insieme dei frame che può accettare.
Qual è lo scopo della finestra di invio? | Mantenere nel buffer più frame per ritrasmetterli in caso di problemi.
Cosa succede se il buffer della finestra di invio è pieno? | Il livello data link sospende la consegna di pacchetti dal livello network.
Cosa accade quando si ottiene un ack? | Il frame corrispondente esce dalla finestra lasciando posto ad altri.
Cosa fa il destinatario con la sua finestra? | Mantiene una finestra corrispondente agli indici dei frame che possono essere accettati.
Cosa succede se arriva un frame con indice fuori dalla finestra di ricezione? | Viene scartato senza invio dell'ack.
Cosa accade se l'indice del frame è dentro la finestra di ricezione? | Il frame viene accettato, viene spedito l'ack e si sposta in avanti la finestra.
