Cos'è il CDMA?|Il CDMA (Code Division Multiple Access) è una tecnica di accesso radio utilizzata nei telefoni cellulari di seconda generazione per trasmettere voce digitale. Consente a più stazioni di trasmettere simultaneamente attraverso l'intero spettro di frequenza utilizzando codici univoci per separare le comunicazioni.  
Come funziona la codifica in CDMA?|In CDMA, ogni bit è suddiviso in m intervalli chiamati chip. Ogni stazione ha una sequenza di chip univoca di m-bit. Per trasmettere un bit 1, la stazione invia la sua sequenza di chip; per un bit 0, invia il complemento.  
Qual è la capacità di CDMA rispetto ad altre tecnologie?|CDMA sfrutta l'ortogonalità delle sequenze di chip, permettendo di estrarre il segnale desiderato e scartare il resto, portando a una maggiore capacità e efficienza spettrale rispetto a tecnologie come GSM e D-AMPS.  
Qual è un esempio pratico di funzionamento del CDMA?|Se due stazioni A e C trasmettono 1 e una stazione B trasmette 0, il ricevitore calcola S=A+!B+C. Grazie all'ortogonalità delle sequenze, il calcolo permette di estrarre correttamente il valore trasmesso da C.  
Quali sono i principali pregi del CDMA?|Il CDMA offre maggiore efficienza spettrale, permettendo una maggior velocità di trasmissione dati e maggiore sicurezza, poiché la demultiplazione richiede conoscenza delle sequenze di codice.  
Quali sono i difetti del CDMA?|Non sono specificati difetti nel testo fornito, ma tipicamente si possono riscontrare problemi di interferenza se non gestito correttamente e l'implementazione richiede una complessità tecnica più elevata.  
In quali ambiti viene utilizzato il CDMA?|Il CDMA è utilizzato principalmente nei telefoni cellulari di seconda generazione come alternativa alle tecnologie D-AMPS e GSM, supportando le comunicazioni vocali digitali.
Cos'è il GPRS? | Il GPRS è un'evoluzione tra la seconda e la terza generazione di telefoni cellulari, una rete a pacchetti costruita sopra D-AMPS e GSM che permette l'invio e la ricezione di pacchetti IP.  
Quali sono i principali ambiti di utilizzo del GPRS? | Il GPRS è utilizzato per scambi di pacchetti dati tramite celle basate su sistemi vocali, tra cui Internet e posta elettronica.  
Quali sono i pregi del GPRS? | Il GPRS non spreca banda e utilizza una tariffa a traffico, invece che a tempo, supportando PPP e IP.  
Quali sono i difetti del GPRS? | I difetti del GPRS non sono specificati nel testo fornito.
Handoff cos'è?|Nell'ambito della telefonia mobile, l'handoff è la procedura per la quale un terminale cambia il canale utilizzato durante una comunicazione mentre si sposta da una cella a un'altra.  
Quali sono i due tipi di handoff?|I due tipi di handoff sono il soft handoff e l'hard handoff.  
In cosa consiste il soft handoff?|Nel soft handoff, il telefono è acquisito dalla nuova stazione di base prima di interrompere il segnale con la vecchia, evitando così la perdita di continuità.  
Quali vantaggi offre il soft handoff?|Il soft handoff fornisce una connessione continua senza interruzioni e garantisce una maggiore stabilità durante la chiamata.  
Quali sono i difetti del soft handoff?|Il soft handoff richiede che il dispositivo gestisca più frequenze contemporaneamente, cosa che non possono fare i telefoni di prima e seconda generazione.  
In cosa consiste l'hard handoff?|Nell'hard handoff, la vecchia stazione di base rilascia il telefono prima che la nuova lo acquisisca, il che può causare interruzioni della chiamata se la nuova stazione non è pronta.  
Quali vantaggi offre l'hard handoff?|L'hard handoff non richiede che il dispositivo gestisca più frequenze contemporaneamente, semplificando così la tecnologia utilizzata.  
Quali sono i difetti dell'hard handoff?|L'hard handoff può portare a cadute di linea e perdita di chiamate se la nuova cella non riesce a prendere il dispositivo in tempo.  
In quali ambiti viene utilizzato l'handoff?|L'handoff viene utilizzato dai dispositivi mobili, in particolare dai telefoni cellulari che operano in reti a celle.  
Quali telefoni possono utilizzare il soft handoff?|Il soft handoff può essere utilizzato dai telefoni di generazione superiore alla seconda.  
Quali telefoni possono utilizzare l'hard handoff?|L'hard handoff può essere utilizzato da tutti i telefoni cellulari, indipendentemente dalla generazione.
FDM cos'è?|È una tecnica di condivisione delle risorse trasmissive di un canale di comunicazione che divide un canale in sotto canali, ognuno con una banda di frequenza separata.
FDM pregio principale?|Permette di condividere un intero canale tra più utenti, suddividendo le conversazioni in base alle diverse frequenze.
FDM difetto principale?|Gli intervalli di guardia potrebbero rappresentare uno spreco di banda utilizzata unicamente per la sicurezza.
Ambiti d'uso di FDM?|Utilizzato nelle trasmissioni televisive, radiofoniche, telefoniche e in reti cellulari.
TDM cos'è?|È una tecnica di condivisione di un canale in cui ogni dispositivo ottiene a turno l'uso esclusivo dello stesso per un breve lasso di tempo.
TDM pregio principale?|Più efficiente del FDM poiché elimina la necessità degli intervalli di guardia.
TDM difetto principale?|Necessita di un circuito di sincronizzazione temporale per l'estrazione del time-slot di competenza.
Ambiti d'uso di TDM?|Utilizzata per le trasmissioni di fonia nella rete telefonica e nei sistemi a commutazione di circuito.
CDM cos'è?|Conosciuta come CDMA, è un protocollo di accesso multiplo a canale condiviso che offre una maggiore velocità di trasmissione di dati rispetto a TDM e FDM.
CDM pregio principale?|Garantisce una migliore efficienza perché utilizza l'intera banda di frequenza assegnata per tutto il tempo desiderato, e assicura non-interferenza grazie a codici ortogonali.
CDM difetto principale?|Necessita di circuiti più complessi rispetto alle altre tecniche di condivisione di un canale.
Ambiti d'uso di CDM?|È il protocollo più diffuso nelle reti wireless e nei dispositivi mobili di seconda generazione e successive.
QAM|QAM è un sistema di modulazione numerica di ampiezza in quadratura, sia digitale che analogica.  
QAM16|QAM16 è un tipo di costellazione del QAM, utilizzando quattro ampiezze e quattro fasi, per un totale di 16 diverse combinazioni.  
Pregi di QAM|Permette di inviare più bit per baud (simbolo) rispetto alle normali modulazioni.  
Difetti di QAM|Ogni modem ha un suo schema a costellazione e può comunicare solo con altri modem che adottano lo stesso schema.  
Ambiti d'uso di QAM|Utilizzato come standard per modem telefonici.  
Immunità al rumore|La QAM migliora l'immunità al rumore rispetto alla PSK (Phase Shift Keying).  
Comunicazione tra modem|Un modem può comunicare solo con altri modem che adottano lo stesso schema di costellazione, ma può emulare costellazioni più lente.  
Cos'è il byte stuffing? | Il byte stuffing è un metodo di framing utilizzato nello strato data link per suddividere il flusso di bit in frame, utilizzando un byte flag per delimitare l'inizio e la fine dei frame.  
Qual è l'obiettivo principale del byte stuffing? | L'obiettivo principale del byte stuffing è garantire la sincronizzazione dei frame e consentire al destinatario di rilevare la fine del frame corrente.  
Qual è il problema principale del byte stuffing? | Un problema principale del byte stuffing è che i dati inviati possono contenere byte che replicano il byte FLAG, causando confusione nella delimitazione dei frame.  
Come si risolve il problema del byte FLAG replicato nel byte stuffing? | Si utilizza un byte ESC che precede un byte di FLAG o ESC per indicare che il byte successivo deve essere considerato come dato e non come flag.  
Quali sono i pregi del byte stuffing? | I pregi del byte stuffing includono la suddivisione efficace dei bit in frame e la risoluzione dei problemi di sincronia grazie all'uso di flag byte.  
Quali sono i difetti del byte stuffing? | I difetti del byte stuffing includono la necessità di caratteri da 8 bit per il funzionamento e l'aggiunta di caratteri superflui per lo stuffing, che può aumentare la quantità di dati trasmessi.  
In quali ambiti viene utilizzato il byte stuffing? | Il byte stuffing è utilizzato principalmente nel protocollo PPP come metodo di framing nello strato Data-Link per suddividere il flusso di bit in frame.  
Cos'è il bit stuffing?|Il bit stuffing è una tecnica di framing che consente di creare data frame contenenti informazioni e codifiche di carattere utilizzando un numero arbitrario di bit. 
Come funziona il bit stuffing?|Il bit stuffing inizia e termina i frame con una sequenza speciale di bit "0111110" e inserisce uno 0 dopo cinque 1 consecutivi nei dati per distinguere i frame.
Quali sono i principali pregi del bit stuffing?|Il bit stuffing risolve le limitazioni legate al byte stuffing, migliora la compatibilità con diverse codifiche di carattere e riduce lo spreco di banda permettendo una chiara individuazione dei frame attraverso i bit flag.
Quali sono i difetti del bit stuffing?|Tra i difetti del bit stuffing c'è la necessità di ulteriore trattamento dei dati, che può aumentare la complessità dei protocolli, e in alcune implementazioni, la latenza nel riconoscere i frame se i bit flag vengono persi.
In quali ambiti viene utilizzato il bit stuffing?|Il bit stuffing è utilizzato nello strato data link, principalmente in protocolli che richiedono frame di dimensione fissa e in protocolli con flusso continuo di dati per mantenere la continuità del flusso.
Numero di bit necessari per la correzione degli errori di trasmissione? | La codifica per correggere d errori necessita di una distanza di 2d+1. 
Qual è la distanza necessaria per rilevare un errore? | Per rilevare d errori è necessaria una codifica con distanza d+1.
Qual è la funzione delle codeword in un sistema di correzione degli errori? | Le codeword devono essere distanziate in modo tale che possano essere riconosciute univocamente anche con d cambiamenti.
Cosa si intende per distanza di Hamming? | È il numero di bit a "1" risultante dall'OR esclusivo di due codeword, che indica quanto sono diverse.
Qual è un esempio semplice di codifica a rilevazione d'errore? | L'aggiunta di un bit di parità per garantire che il numero di "1" sia pari o dispari.
Quali sono i pregi della codifica a rilevazione e correzione degli errori? | Permette una minore quantità di invii e la ricostruzione autonoma dei frame. 
Qual è un difetto della semplice rilevazione degli errori? | Non consente la ricostruzione dei dati trasmessi.
In quali ambiti viene usata la codifica a correzione d'errore? | Principalmente negli strati data-link delle reti wireless per ricostruire messaggi in caso di errore.
Quando è più conveniente utilizzare la codifica a rilevazione d'errore? | Nelle LAN, dove gli errori sono sporadici e le richieste di reinvio sono meno problematiche.
Cos'è il CRC (Cycle Redundancy Check)?|Il CRC è un metodo per il calcolo di somme di controllo che serve a individuare errori casuali nella trasmissione di dati.  
Qual è il contesto principale in cui viene utilizzato il CRC?|Il CRC è utilizzato nello strato data-link per individuare errori di trasmissione causati da interferenze o rumore.  
Quali sono i pregi del CRC?|Richiede conoscenze matematiche modeste, è semplice da implementare ed ha un alto grado di rilevazione degli errori su linee con elevato rumore.  
Quali sono i difetti del CRC?|È efficace solo per errori causati da interferenze e non protegge contro manomissioni intenzionali dei dati.  
Come si calcola il CRC di 10011101 usando il polinomio generatore \(x^4+x+1\)?|Si aggiungono 4 zeri al frame, si effettua la divisione e si ottiene il resto. Il frame trasmesso sarà quindi 100111011111.
Cos'è il protocollo stop-and-wait?|Il protocollo stop-and-wait è un metodo di comunicazione in cui un mittente invia un solo frame alla volta e attende un ACK dal destinatario prima di inviare il frame successivo.  
Quali sono i pregi del protocollo stop-and-wait?|I pregi includono la gestione dei pacchetti ricevuti, che possono essere corretti o danneggiati, garantendo che solo quelli corretti vengano inviati allo strato di rete.  
Quali sono i difetti del protocollo stop-and-wait?|I difetti comprendono la perdita di dati, la lentezza nella trasmissione e l'uso limitato del canale di comunicazione, rendendolo inefficiente rispetto ad altri protocolli.  
In quale ambito viene utilizzato il protocollo stop-and-wait?|Il protocollo stop-and-wait viene utilizzato principalmente nello strato data-link, anche se non è comunemente adottato a causa della sua inefficienza rispetto ad altri protocolli.  
Come funziona la gestione degli ACK nel protocollo stop-and-wait?|Dopo aver ricevuto un frame corretto, il destinatario invia un ACK al mittente; se l'ACK non è ricevuto, il mittente ritenta l'invio del frame.  
Cosa succede se l'ACK è danneggiato nel protocollo stop-and-wait?|Se l'ACK è danneggiato, il mittente invia nuovamente il frame, portando a problemi di dissincronia e potenziali duplicati di frame.  
Perché il protocollo stop-and-wait è considerato inefficiente?|È considerato inefficiente a causa del tempo di attesa tra l'invio dei pacchetti e l'ulteriore perdita di capacità causata dall'uso degli ACK.  
Che cosa sono il piggybacking e altre tecniche avanzate in relazione al protocollo stop-and-wait?|Il piggybacking e altre tecniche avanzate sono metodi per migliorare l'efficienza del protocollo, riducendo i tempi di attesa e i problemi di trasmissione.  
Cos'è il piggybacking?|La tecnica del piggybacking permette di aggiungere l'ACK al frame di dati in uscita, riducendo il numero di messaggi di controllo inviati separatamente.  
Qual è il vantaggio principale del piggybacking?|Miglior uso della banda disponibile, poiché l'ACK viene inglobato nel frame e non inviato singolarmente.  
Qual è il difetto del piggybacking?|In caso di attesa eccessiva del pacchetto dallo strato network, l'ACK potrebbe non venire mai inviato e si deve inviare in modo indipendente.  
In quali ambiti viene utilizzato il piggybacking?|È utilizzato in molti protocolli di comunicazione che richiedono la conferma della ricezione di un messaggio, in particolare nelle reti LAN.  
Qual è l'effetto negativo di inviare l'ACK per ogni singolo frame?|L'invio di un ACK per ogni singolo frame può congestionare la banda e aumentare i tempi di attesa.  
Come viene gestita la situazione in cui il pacchetto da inviare è pronto dopo una lunga attesa?|Si decide un timeout: se il pacchetto è pronto in tempi celeri, si fa piggybacking, altrimenti si invia l'ACK in modo indipendente.  
Quali protocolli possono beneficiare del piggybacking?|Protocolli di comunicazione che necessitano di acknowledgement, come TCP e altri protocolli di rete.
Cos'è la tecnica dello Sliding Window?|Sliding window è una classe di protocolli di controllo di flusso di dati che utilizza finestre di invio e ricezione per gestire il flusso di pacchetti tra mittente e destinatario.
Qual è la funzione della finestra di invio nello Sliding Window?|La finestra di invio contiene i frame da spedire o già spediti ma in attesa di ack, e serve a mantenere nel buffer più frame per ritrasmetterli in caso di problemi.
Cosa accade se il buffer della finestra di invio è pieno?|Se il buffer è pieno, il livello data link costringe il livello network a sospendere la consegna di pacchetti fino a quando non vengono ricevuti ack.
Cosa succede quando un frame arriva con un indice fuori dalla finestra di ricezione?|Il frame con un indice fuori dalla finestra di ricezione viene scartato senza invio dell'ack.
In cosa consiste il protocollo stop-and-wait?|Nel protocollo stop-and-wait, la finestra di dimensione massima è uguale a 1, quindi dopo aver inviato un frame si attende l'ack corrispondente prima di inviarne altri.
Quali sono i principali pregi dello Sliding Window?|I principali pregi includono l'efficienza nell'utilizzo della banda sia in entrata che in uscita, a seconda delle dimensioni delle finestre implementate.
Quali sono gli ambiti principali di utilizzo della tecnica dello Sliding Window?|La tecnica dello Sliding Window è utilizzata prevalentemente dal protocollo TCP per la gestione del controllo di flusso e della congestione.
Cos'è il protocollo "Go Back N" e in che contesto viene usato?|Il protocollo "Go Back N" è un metodo di trasmissione dei dati che consente di inviare più frame prima di ricevere conferme (ACK), utilizzato per ottimizzare l'uso della banda nella trasmissione di pacchetti di dati. È indicato per sistemi con risorse limitate in ricezione.  
Quali sono i pregi del protocollo "Go Back N"?|I pregi includono un'ottimizzazione significativa dell'uso della banda quando si verificano pochi errori, poiché permette l'invio continuativo di frame senza attendere conferme.  
Quali sono i difetti del protocollo "Go Back N"?|I difetti comprendono la perdita sostanziale di banda in condizioni di alta frequenza di errori, poiché il protocollo richiede il reinvio di tutti i frame a partire dall'ultimo ricevuto correttamente in caso di errore.  
In quali ambiti viene utilizzato il protocollo "Go Back N"?|Il protocollo viene utilizzato in contesti dove la finestra di ricezione è limitata e la finestra di invio è più grande, rendendolo adatto per sistemi con risorse di comunicazione scarse.  
Come funziona la tecnica di piggybacking nel contesto di "Go Back N"?|La tecnica di piggybacking consiste nell'includere l'ACK di un pacchetto nell'intestazione del pacchetto di informazione successivo, riducendo le latenze della trasmissione.  
Qual è la strategia di gestione degli errori nel protocollo "Go Back N"?|La strategia prevede che, in caso di errore, il mittente non accetti alcun frame successivo fino alla ricezione corretta del frame che ha generato l'errore, ripristinando l'invio a partire da quel punto dopo un timeout.
Cos'è la tecnica del selective repeat?|Il selective repeat è un metodo di gestione degli errori in sistemi di comunicazione, dove i frame ricevuti in errore vengono scartati mentre i frame buoni vengono salvati in un buffer. Solo il frame più vecchio senza ACK viene ritrasmesso quando si verifica un timeout.  
Quali sono i vantaggi della tecnica del selective repeat?|Aumenta notevolmente le performance di trasmissione grazie all'invio di NACK (Not Acknowledgement), che stimolano la ritrasmissione dei frame in errore prima dello scadere del timer.  
Quali sono i difetti della tecnica del selective repeat?|Essendo una ricezione non sequenziale, c'è il rischio di sovrapposizione degli intervalli della finestra, rendendo difficile per il ricevitore distinguere tra dati ritrasmessi e dati nuovi.  
In quale contesto viene utilizzata la tecnica del selective repeat?|Viene utilizzata in contesti in cui è necessario un uso efficiente della banda e dove è disponibile una finestra di ricezione maggiore di 1.  
Qual è la differenza principale tra selective repeat e go back-n?|Nel selective repeat, solo i frame non riconosciuti vengono ritrasmessi, mentre nel go back-n deve essere ritrasmessa l'intera sequenza di frame a partire da quello non riconosciuto.  
Quali sono gli ambiti di utilizzo principali del selective repeat?|È utilizzato in base alla disponibilità delle risorse e per migliorare l'efficienza delle comunicazioni in ambienti con ritardi o congestioni.  
Cos'è il protocollo ALOHA? | ALOHA è un protocollo di rete per garantire l'accesso multiplo al mezzo di trasmissione dati condiviso tra più utenti.  
Qual è il successo dell'ALOHA puro? | Il successo dell'ALOHA puro è di circa il 18%.  
Quali sono i pregi del protocollo ALOHA? | Permette l'accesso multiplo allo stesso mezzo di trasmissione condiviso da più utenti (broadcast).  
Quali sono i difetti del protocollo ALOHA? | È poco efficiente in comunicazioni con tante stazioni.  
In quale ambito viene utilizzato il protocollo ALOHA? | È un protocollo di livello MAC, creato per l'utilizzo nelle connessioni di tipo broadcast.  
Cos'è il protocollo Slotted ALOHA? | Slotted ALOHA è una variante di ALOHA che divide il tempo in slot discreti, vincolando le stazioni a trasmettere solo all'inizio di uno slot.  
Qual è il successo del protocollo Slotted ALOHA rispetto all'ALOHA puro? | Il Slotted ALOHA migliora il grado di successo del doppio, raggiungendo circa il 36%.  
Quali sono i pregi del protocollo Slotted ALOHA? | Migliora l'ALOHA puro, aumentando il grado di successo di circa il doppio.  
Quali sono i difetti del protocollo Slotted ALOHA? | Necessita di un meccanismo di sincronizzazione che indichi alle varie stazioni quando trasmettere.  
In quale ambito viene utilizzato il protocollo Slotted ALOHA? | È un protocollo di livello MAC, utilizzato nelle connessioni broadcast per condividere lo stesso mezzo trasmissivo da più utenti.
Cos'è il CSMA (Carrier Sense Multiple Access)?|Il CSMA è una tecnica di trasmissione dati che richiede ai dispositivi di verificare se il canale è libero prima di inviare i dati. Se il canale è occupato, attendono un tempo arbitrario prima di ritentare.  
Quali sono le varianti principali del CSMA?|Le varianti principali sono CSMA 1-persistente, CSMA non persistente e CSMA p-persistente.  
Quali sono i pregi del CSMA rispetto all'ALOHA?|Il CSMA migliora notevolmente le prestazioni di ALOHA, riducendo le collisioni e migliorando il tasso di successo delle trasmissioni.  
Quali sono i difetti principali del CSMA?|I difetti principali includono la possibilità di collisioni e ritardi nella trasmissione, specialmente se ci sono molte stazioni pronte a trasmettere.  
In quali ambiti viene utilizzato il CSMA?|Il CSMA viene utilizzato principalmente nelle LAN Ethernet e nelle reti senza fili, come nello standard IEEE 802.11.  
